大項目,中項目,名前,染色体,腕,対になるステ,高いといい面,高いと悪い面,相互関係でさらにいい面,相互関係でさらに悪い面,レア度,努力値の閾値,伸びしろ,遺伝方式,遺伝率の基準値,性別限定,他のステへの影響,他の枠への影響
からだ,体の強さ,毒への強さ,3番,A,嗅覚,毒草と毒茸と腐った麦で死なない。蛇と蜂に刺されても腫れて終わる。盃に盛られても倒れない。飢饉のときに他人が食えない野草と根を食える。,毒が効かないので毒見役に据えられ盛られる側に立たされ続ける。食えるものが多いので危ない物を食う癖が付きいつか本当に効く量を食う。刃で殺すしかないと暗殺者に判断させる。,味覚も高いと口に入れる前に弾いて入っても効かない二段構えになる。嗅覚も高いと毒の仕込みを匂いで知る。,貪欲が高いと拾い食いで当たる。信心が高い村では毒が効かないことが人でない証とされる。,B,中,中,中間遺伝,中,なし,酒への強さと同じ臓腑を使うので連れて動く。食える物が増えるので飢えへの強さの実際の幅を広げる。,ポジション：毒見役（主人の近くに立てる＝情報が入る）。情報：毒と薬の知識が付く。スキル：薬と毒の扱い。
からだ,体の強さ,寒さへの強さ,3番,A,暑さへの強さ,冬の見張りと冬の行軍で指と足を失わない。薪の消費が少ない。北の山と冬の森で狩りができる（他人が狩らない季節に肉が獲れる）。冬に生まれた子を抱いて温められる。,夏に弱い。寒さを苦にしないので冬の役に回され続け冬の間ずっと家に居ない。厚着をしないので体を冷やしていることに気づかない。,体重も高いと冬を越す体になる。飢えへの強さも高いと冬の飢えと寒さの両方に耐える（冬の死者はこの二つで決まる）。,暑さへの強さが低いと一年の半分しか働けない。痛覚の鈍さも高いと凍傷に気づかず指を落とす。,D,低い,中,中間遺伝,やや高い,なし,暑さへの強さと逆に振れやすい。冬季の持久力と手先の器用さの落ち込みを抑える。,ポジション：冬の見張りと冬営の兵。財：薪代が浮く。スキル：冬の狩り。
からだ,体の強さ,暑さへの強さ,3番,B,寒さへの強さ,真夏の刈り入れを日中に続けられる（麦は熟れた数日で刈らねば落ちる。ここで働けるかが年の収穫を決める）。鍛冶場の火の前と炭焼き窯の脇に立てる。夏の行軍で落伍しない。南への遠征に耐える。,冬に弱い。汗をかく体は水を多く要るので水の乏しい行軍と籠城で先に参る。,持久力も高いと真夏の刈り入れで村の誰よりも刈る。息の長さも高いと炭焼きと鍛冶の煙と熱の中で働ける。,寒さへの強さが低いと冬に使い物にならない。体重が高いと夏に自分の体で茹だる。,D,低い,中,中間遺伝,中,なし,寒さへの強さと逆に振れやすい。夏季の持久力と最大筋力の落ち込みを抑える。,スキル：鍛冶・炭焼き・刈り入れ。ポジション：夏の遠征。財：刈り入れの取り分。
からだ,体の強さ,飢えへの強さ,3番,A,味覚,不作の年に痩せても働ける。籠城で最後まで立っている。冬の終わりの端境期に倒れない。食う量が少ないので家の蓄えが長く保つ。,食が細いので豊作の年に体を作れず力と体格が伸びない。飢えても働けるので配給を後回しにされる。飢饉のとき蓄えを分けろと言われる側に立つ。,体重も高いと二年続きの不作を越えられる。忍耐も高いと配給の列で暴れないので村から信用される。,最大筋力も高いと要る飯の量が大きく強みが相殺される。貪欲が高いと食えるのに溜め込み村の恨みを買う。,C,低い,中,中間遺伝,やや高い,なし,最大筋力と体重の伸びしろを狭める。寿命にプラス。,財：一人当たりの食い扶持が少なく蓄えが増える。しがらみ：飢饉のとき分ける／分けないの選択で恩と恨みが一度に付く。
からだ,体の強さ,酒への強さ,2番,B,なし,宴と会盟の席で最後まで正気でいる（相手が酔って口を割るのを聞ける）。祝いの席で先に潰れないので恥をかかない。水が悪い土地で酒を水代わりに飲める。冬に体を温められる。,酔わないので飲む量が増え財が酒に消える。酔わない男は腹の内を見せないと思われて信用されない。肝を長く痛め四十を過ぎて急に腹が膨れて死ぬ。,人読みも高いと酔った相手から取れるだけ取れる。嘘のうまさも高いと酔ったふりで相手だけ潰せる。,貪欲が高いと飲み代で身代を潰す。色欲が高いと酒席から不義の線が伸びる。,E,中,大きい,中間遺伝,やや高い,なし,毒への強さと同じ臓腑を使うので連れて動く。長い目では寿命にマイナス。,情報：酒席は情報の出所で酔わない者が一番多く持ち帰る。しがらみ：酒席の付き合いで線が増える。財：飲み代で減る。ポジション：使者と交渉役。
からだ,体の強さ,三半規管,5番,B,なし,船に乗っても酔わないので海と川の交易と漁ができる。荷車と馬に一日揺られても吐かない。船戦で武器を振れる。振り向いても目が回らない。,揺れに強いので船と車の役に回され家に帰らない日が増える（村の付き合いが薄くなる）。揺れが体に届かないので船の傾きが危ない傾きかどうかに気づくのが遅い。,平衡感覚も高いと荒れた甲板の上で仕事ができる。息の長さも高いと潜り漁ができる。,嗅覚も高いと船倉の匂いのほうで参って利点が消える。度胸が低いと船に強くても海に出たがらない。,D,中,大きい,中間遺伝,中,なし,聴力と同じ器官なので連れて動く。平衡感覚とは別（こちらは酔わなさ・あちらは姿勢の制御）。,スキル：船・漁・騎乗・荷車。財：海と川の交易は畑より儲かる。情報：船で他国の話が入る。ポジション：船手と輜重。
からだ,体の強さ,歯の丈夫さ,2番,A,なし,四十を過ぎても硬い黒パンと干し肉と骨を噛める（噛めるかどうかが老いてからの栄養を決め全身の衰えの速さが変わる）。歯で綱と革と糸を扱える（職人の三本目の手）。歯の揃った口は縁組の場で見られる。虫歯から顎の骨が腐って死ぬことがない。,丈夫なのを頼りに歯を道具として使い続けて欠く。硬い物を何でも噛むので砂を噛んで擦り減る。,容姿も高いと歯の揃った口で縁組が一段上がる。飢えへの強さも高いと粗末で硬い食い物だけで冬を越せる。,味覚が高いと蜜と甘い物を好んで歯を失う。痛覚の鈍さも高いと虫歯を放置して顎ごと腐らせる。,D,高い,ほぼゼロ,中間遺伝,やや高い,なし,老いの速さにマイナス（噛めれば食えるので衰えが遅い）。容姿と声に効く。飢えへの強さの実際の発揮に効く。,スキル：綱と革と糸を扱う職人仕事。しがらみ：縁組の場で口元を見られる。財：歯痛で働けない日が減る。
からだ,体の強さ,腹の丈夫さ,3番,A,なし,傷んだ肉と濁った水で腹を下さない。行軍と籠城で下痢に倒れない（戦の死者は刃よりも腹の病のほうが多い）。飢饉のときに他人が食わない古い麦と根を食える。異郷の水と食い物に当たらないので遠くまで行商に出られる。,何を食っても平気なので腐った物を食う癖が付き周りにも食わせて周りだけが死ぬ。汚い物を平気で扱うので村で疎まれる。,毒への強さも高いと食えるものの幅が飢饉で決定的な差になる。嗅覚も高いと腐りを弾いた上で当たらない二段構えになる。,潔癖が低いと自分は平気でも家族に病を移す。味覚が低いと腐った物に気づかず食い続けいつか本当に危ない物を食う。,C,低い,大きい,中間遺伝,中,なし,病への強さとは別（あちらは移る病・こちらは食い物と水）。飢えへの強さの幅を広げる。遠征での持久力の発揮を保つ。,スキル：行商・遠征・野営。情報：遠くまで行けるので他国の話を持ち帰る。財：交易は遠くへ行けるほど利が大きい。ポジション：輜重と行商。
からだ,生と老い,繁殖力,2番,B,寿命,子ができやすい（同じ夫婦でも年に一人と三年に一人ほどの差になる）。若いうちに子が並ぶので家の働き手が早く増える。跡取りが死んでも次がいる。血が残る。,産む側は年子で体が回復せず三十を待たずに歯と骨と髪が落ちる。子が多いと一人あたりの飯と土地が減り分けた土地は数代で食えない広さになる。持参金と婚礼の費用で財が消える。,お産の軽さも高いと十人産んで生き延びる（村の血の半分がこの女から出る）。病への強さも高いと産んだ子が育つ。,お産の軽さが低いと二人目か三人目の産で死ぬ。色欲も高いと家の外に子ができてしがらみが荒れる。貪欲が低い家では子だけ増えて食えず口減らしに出す。,B,高い,ほぼゼロ,中間遺伝,中,なし,産む側は寿命にマイナス・老いの速さにプラス。成熟の早さと連れて動く。,しがらみ：親子と縁組の線が最も多く伸びる。財：分け与える土地が細る。身分：子が多いほど上の家に嫁がせる機会が増える。
からだ,生と老い,成熟の早さ,2番,B,なし,十二で大人の仕事ができる（家の働き手が四年早く増える）。早く嫁げるので子を残せる年数が長い。若いうちに体が出来上がるので初陣で死ににくい。,骨の端が早く閉じるので背が伸び切らずに止まる。子供のうちに大人の仕事に出されるので手習いも文字も覚える時間が無い。骨盤が出来上がる前に産むので初産で死にやすい。早熟は早老を連れて来る。,最大筋力も高いと十四で一人前の働き手として数えられる。容姿も高いと早く上の家に嫁げる。,老いの速さも高いと三十で盛りを過ぎる。学習速度が高くても学ぶ機会そのものを失う。,D,なし,中,中間遺伝,中,なし,身長にマイナス（伸びる期間が短い）。老いの速さにプラス。繁殖力の効く年数を前にずらす。,財：働き手が早く増える。スキル：手習いの機会を失うので職人と書字の道が閉じる。身分：早く嫁げるので家格を上げる機会が増える。しがらみ：縁組が早い。
からだ,生と老い,寿命,2番,A,繁殖力,使える期間が長い（力の盛りは誰でも二十六だがその先どれだけ使い物になるかが違う）。長く生きた者は職に就いた年数・知っていること・しがらみの本数・孫の数が積み上がる。老人は体ではなく社会的に強い。,長生きしても素の力は増えない。老いた体で生き続けると飯だけ食って働けない口になる（飢饉で最初に減らされるのは老人の分）。自分の子と孫を先に埋めることになる。家督を譲らない長寿の家長がいると跡取りが五十まで当主になれず家が停滞する。,老いの速さが低いと本当に長く使える。長期の記憶も高いと生き字引として村に欠かせなくなる。,老いの速さが高いと寝たきりの年数だけが伸びる。野心が高い跡取りがいると長寿の家長は幽閉されるか殺される。,A,非常に高い,ほぼゼロ,中間遺伝,やや低い,なし,すべてのステの使える年数を決める。老いの速さと組でのみ意味を持つ。,情報：長く生きた者だけが知っている（誰が誰の子か・昔の境界・昔の約束）。しがらみ：線の本数が年とともに増える。身分：家長が生きているあいだ家の身分が保たれる。ポジション：長老の役。財：相続が起きないので家産が割れない。
からだ,生と老い,老いの速さ,2番,B,傷の治り,若くして老けて見えるので二十代でも年長として扱われ寄合で発言が通る。徴発と人買いは見た目の年で選ぶので目から外れる。粛清と人質の対象になりにくい。体が早く固まるので若いうちに骨と関節が安定する。,三十で盛りを過ぎ四十で畑に出られない。実効値に掛かる老いの倍率が他人より速く下がる。容姿が早く落ちるので縁組と近侍の道が閉じる。,長期の記憶も高いと老けた見た目と知識が噛み合って若いうちから長老格に扱われる。信心も高いと老成して見え祭祀の役が早く回ってくる。,寿命も長いと働けない年数だけが伸びて家の負担になる。繁殖力が高い女は年子で老いが更に加速する。最大筋力が高い者ほど四十での落差が大きい。,B,高い,小さい,中間遺伝,中,なし,からだ全体に掛かる老いというデバフの傾きそのもの。あたまへの影響は小さい（判断はほとんど落ちない）。,ポジション：早く長老格になれるが早く現役を外れる。財：稼げる年数が短い。しがらみ：縁組で不利。
からだ,生と老い,お産の軽さ,2番,A,双子の生まれやすさ,出産で死なない。産んだ翌日から立てるので家の仕事が止まらない。何人でも産めるので家が絶えない。難産で子を失わない。,産が軽い女は「まだ産める」と見なされて休みなく孕まされ四十まで産み続けて体が尽きる。産婆を呼ばずに済むので異変があっても誰も見ていない。,繁殖力も高いと十人以上産んで生き延びその血が数代で村の半分を占める。骨太さも高いと骨盤が広く難産にならない。,成熟の早さが高くて早く嫁ぐと骨盤が出来上がる前に産むので軽さの才能が出ない。身長が低いと産道が狭く才能が相殺される。,B,高い,中,中間遺伝,やや高い,女のみ,繁殖力の実際の子の数を決める。寿命に強くプラス（女の死因の筆頭を外す）。男にも座位があり遺伝させるが発現しない（切ると母系だけで固定される）。,しがらみ：親子の線の本数がここで決まる。身分：跡取りを産めるかどうかが家の存続を決める。財：産婆と喪の費用が掛からない。
からだ,生と老い,乳の出,2番,B,なし,乳飲み子が育つ（生まれた子の半分は二歳までに死に その多くは乳が足りないため）。乳母を雇う費用が要らない。他家の子に乳を与えられるので乳兄弟という強い縁を作れる。,乳が出るあいだは次の子ができにくいので家の子の増える速さが落ちる。吸われる分だけ母の体から抜けるので不作の年に母が先に痩せる。上の家の乳母として召し上げられ自分の子を家に置いて出る。,繁殖力も高いと産んだ子がほぼ全部育つ。飢えへの強さも高いと不作の年でも乳が止まらない。,飢えへの強さが低いと不作の年に乳が止まり子が死ぬ。情が高いと乳母に出されたとき自分の子を思って心が折れる。,D,中,中,中間遺伝,中,女のみ,子の側の病への強さと合わさって乳飲み子の生死を決める。母の飢えへの強さを実質下げる。男にも座位があり遺伝させるが発現しない（切ると母系だけで固定される）。,しがらみ：乳兄弟の線ができる（血より強く働くことがある）。ポジション：上の家の乳母。財：乳母の給金は数少ない現金収入になる。身分：主家の子を育てた乳母は身分を超えて口を利ける。
からだ,生と老い,双子の生まれやすさ,2番,B,お産の軽さ,一度の産で二人得られる。働き手と兵の頭数が一気に増える。跡取りの予備ができるので片方が病で死んでも家が絶えない。,双子の産は母子ともに死にやすい。二人とも小さく生まれるので二歳までに死ぬ確率が高い。乳が足りない。土地を分けると一代で食えない広さになる。双子は不吉とする村があり片方を捨てるか二人とも忌まれる。,お産の軽さも高いと双子でも母子とも生き延びる。乳の出も高いと二人とも育つ。,お産の軽さが低いと双子の産で母が死ぬ。信心が高い村では双子が忌まれ生まれたこと自体が家の恥になる。,B,非常に高い,ほぼゼロ,中間遺伝,やや高い,女のみ,繁殖力とは別（あちらは何度孕むか・こちらは一度に何人か）。お産の軽さと乳の出が低いと利点がすべて損に変わる。男にも座位があり遺伝させるが発現しない（切ると母系だけで固定される）。,しがらみ：双子の兄弟は生涯離れない線になる。財：相続で土地が割れる。身分：跡取りが二人いると家督争いが起きる。
あたま,覚える,短期の記憶,7番,B,なし,一度聞いた口伝の指示を取り違えずに最後まで実行できる。市で相手の言い値と自分の言い値を同時に頭に置いて値切れる。戦場で伝令が持ってきた隊列の変更を書き付けずに部隊へ渡せる,直前のことだけが鮮明なので目先の出来事に判断が引っ張られる。今聞いた噂を古い事実より重く扱い誤った報告をそのまま上へ流す。書き留める習慣がつかないので本人が死ぬと持っていた取り決めが丸ごと消える,＋聴力 → 読み書きの無い村で口頭の取り決めの生き証人になる（村が情報の保存場所として本人を手放さなくなる）。＋数の感覚 → 帳面なしで貸し借りを突き合わせられる,＋信じやすさ → 直前に聞いた嘘を正確なまま運ぶので嘘の伝染が速くなる。＋気分の振れ幅 → 動揺した場面の記憶だけが濃く残り報告が偏る,F,高い,小さい,中間遺伝,中,なし,想起の速さ・理解の速さ・段取り・言葉の覚えの土台。ここが低いと段取りと機転が働かない,情報（口伝の受け取りと保持）／スキル（口頭で教わる工程の習得）／ポジションランク（伝令・使者に選ばれやすい）
あたま,覚える,長期の記憶,7番,B,創意,三十年前の境界の取り決めや祖父の代の貸し借りを言える。凶作の年の作の付き方を覚えていて次の飢饉の兆しを言い当てる。誰が誰の子かを何十家ぶん保持し近すぎる縁組を止められる,受けた恥や損が何十年も薄れないまま残る。和解が成立しない。古いやり方が正確に残るぶん新しいやり方を受け付けない。忘れられない者は村の恨みの帳面そのものになる,＋執念 → 証文の無い一族の権利を主張し続け実際に取り戻すことがある。＋声（からだ） → 語り手として村の来歴を継ぐ（情報が世代を越えて残る）,＋嫉妬 → 過去のひとつの侮辱を一生持ち相手の家系ごと敵に回す。＋創意 → 前例を全部覚えているのに全部壊すので年長者から最も憎まれる,D,高い,中,中間遺伝,中,なし,想起の速さと組んで初めて使える。ここが低いと言葉の覚えと段取りが伸びない,情報（村の来歴・境界・血縁の保持者）／しがらみ（恨みと借りが時間で消えない＝線が減らない）／身分ランク（家の由緒を語れる者は格の証人になる）
あたま,覚える,想起の速さ,7番,A,なし,覚えていることを必要な場でその場に出せる。裁きの席で相手の言い分と食い違う昔の取り決めを即座に指摘できる。戦の最中に以前通った道の分かれを迷わず選べる,出るのが速いぶん確かめずに口に出す。思い出し違いも同じ速さで断言するので周りが検証しなくなり誤りが定説として固まる,＋機転 → 不意の詰問にその場で切り返せる（交渉と裁きで強い）。＋弁舌 → 例と前例を並べて話せるので同じ中身でも通る率が変わる,＋誇り → 思い出し違いを認めないので誤った前例で村の取り決めが固まる。＋嘘のうまさ → 過去をその場で作り替えられる。最も見破りにくい偽証になる,E,高い,小さい,中間遺伝,やや高い,なし,短期の記憶と長期の記憶を実際に使える形に変える。機転・弁舌・嘘のうまさの前提,情報（持っている知識が実際に効くかを決める）／ポジションランク（裁きの席・交渉役に呼ばれる）
あたま,覚える,体で覚える力,6番,B,論理,繰り返した動きが考えずに出るようになる。鍬の入れ方・鎚の角度・剣の受けが疲れていても崩れない。数年使わなくても錆びにくい。言葉にできない手順を体に写す力であって覚える力とは別物,一度体に入った間違った型が抜けない。悪い師に付いた者は生涯そのままになる。言葉で説明できないので人に教えられず名人が死ぬと工程ごと失われる,＋手先の器用さ → 職人の芯。同じ工程を一生ぶん安定して出せる。＋反射 → 稽古した受けが考える前に出る（戦いの生き残り）,＋論理 → 体で分かっていることを理屈でやり直そうとしてかえって型が崩れる。＋序列意識 → 見て覚えろ以外の教え方をせず弟子が育たない（スキルが村から消える）,C,中,中,中間遺伝,やや高い,なし,手先の器用さ・反射・平衡感覚と組む。短期の記憶／長期の記憶とは別系統で、どちらが高いかが職人と学者を分ける,スキル（体を使う技の習得と定着。錆びにくさ）／ポジションランク（親方・棟梁）／財（技が売れるので収入が安定する）
あたま,考える,理解の速さ,6番,A,なし,説明を一度で飲み込む。新しい工程・新しい税の取り決め・敵の新しい戦い方を、他の者が三度聞く間に理解する。理解が速いことと知っていることは別で、知識そのものは情報の枠が持つ,命令の穴に気づいてしまう。上の指示が筋の通らないものだと即座に分かるので従わない・言い返す・勝手に直す。局長からは扱いにくい者として役から外される。周りが遅く見えるため説明を省き、結果として誰も動かせない。頭の良さがそのまま野心に化ける。上位二割を超えた分だけ上を狙う側へ寄るので、賢い者は本人が望まなくても危うい立場に立つ,＋短期の記憶 → 一度の説明で最後まで持ち帰れる。＋段取り → 新しい仕事に就いた最初の年から人並みに働ける（転職の損が小さくなる）,＋誇り → 理解できない上役を露骨に軽んじポジションから落とされる。＋従順が低い → 命令の不備を指摘し続け、無能ではなく危険と見なされる,C,非常に高い,ほぼゼロ,中間遺伝,やや高い,なし,論理・段取り・言葉の覚え・見て盗む力の伸びを支える。学習速度とは別（速さは分かるまで、伸びは積まれる量）。これ自体は訓練でほぼ動かない純粋な器。これが「知性」の本体で、こころの野心を押し上げる（上位20%を超えた分×0.6が野心に加算される。確定事項 A-16）。ただし連鎖ではない。理解の速さは6番・野心は10番で染色体が別なので、賢い者から必ず野心家が生まれるわけではなく、稀に「賢くて野心の無い者」が出る,スキル（習得の初動）／ポジションランク（登用されやすいが従順が低いと逆に外される。押し上がった野心は局長には見えないので、局長は良かれと思って野心の高い賢者を抜擢する。オーナーだけが同じ男を「賢くて野心が無い」あるいは「賢くて野心90」と読み分けられる）／しがらみ（上役との軋轢）
あたま,考える,論理,6番,A,体で覚える力,話の筋の通っていないところを言い当てる。報告の数字が前の報告と合わないことに気づく。裁きの席で証言のどこが矛盾しているかを示せる。去年こうだったから今年もこうなる、を条件の違いまで含めて詰められる,筋の通らないものを我慢できない。慣習・儀礼・信心の多くは筋が通っていないので、それを口に出して敵を作る。命令の矛盾を指摘するので上から見て扱いにくい。教えを疑う者は中世では危険な立場に置かれる,＋数の感覚 → 帳簿の不正と税の取り決めの穴を両方見つける（財の管理役として代えが利かない）。＋弁舌 → 筋を人に渡せるので初めて力になる,＋信心が低い → 教えに公然と逆らい身分ランクを失う。＋場を読むが低い → 正しいことを最悪の場で言い、味方まで敵に回す,B,中,大きい,中間遺伝,中,なし,数の感覚・段取り・嘘を見抜く・創意の土台。体で覚える力とは噛み合わない（理屈で型を崩す）。訓練で大きく伸びるが、中世で訓練の場を持つのは聖職者と書記だけ,情報（矛盾から隠された事実を導ける）／ポジションランク（財務・裁きの役。ただし従順が低いと登用されない）／しがらみ（慣習を守る者との対立）
あたま,考える,空間把握,6番,B,なし,材木の組み方・石の積み方・屋根の勾配を、作る前に頭の中で立てられる。堀と柵の配置を地形に合わせて決められる。戦場で見えていない側の隊の位置を推せる,頭の中で出来上がっているので図にも言葉にも落とさない。本人以外に工程が渡らず、途中で死ぬと普請が止まる。地形の有利が見えるぶん、不利な地に置かれた味方を切り捨てる判断を平気でする,＋手先の器用さ → 大工・石工・鍛冶の上位。＋段取り → 普請の全体を回せる（棟梁になれる）,＋弁舌が低い → 頭にあるものを誰にも渡せず一生使い走りの職人で終わる。＋誇り → 自分の図に固執し地の条件を無視した普請で人を死なせる,C,中,中,中間遺伝,やや高い,なし,手先の器用さ・視力と組む。道と方角の覚えの土台。創意が形になるかどうかを決める,スキル（普請・鍛冶・造船）／ポジションランク（棟梁・築城の役）／財（普請を請け負えれば大きい）
あたま,考える,数の感覚,6番,A,なし,帳面も算盤も無しに量と比と割合を掴む。中世でこれを持つ者は本当に少ない。収穫の何割を税に取ればいくら残るかを即座に出せる。兵の数と日数から要る糧秣を出せる。利息と目減りを見抜くので商人に負けない,数で言うので信用されない。見て分かることを重んじる村では、計算で反論する者は理屈屋として嫌われる。飢饉のとき「この蓄えでは何人までしか越せない」と正確に出せてしまい、誰を切るかを決める役を押し付けられる。利息を扱えること自体が罪と見なされうる,＋論理 → 帳簿の不正と取り決めの穴を両方見つける。＋長期の記憶 → 何年ぶんの収穫を突き合わせ土地の当たり外れを言い当てる,＋貪欲 → 高利貸しに向かい村ぜんたいから憎まれる。＋情が低い → 人を頭数として数え、切り捨てを平然と提案する,S,高い,大きい,中間遺伝,やや低い,なし,論理と組んで初めて力になる。単独では勘の鋭い者で終わる。段取りの精度を決める。入口は極端に狭いが、入れた者は帳場に置けば一生伸び続ける（稀だが努力で伸びる型）,財（交易・徴税・利息。あたまで最も財に直結する）／ポジションランク（徴税役・蔵の管理）／情報（数から隠された事実を出せる）／しがらみ（貸し借りの線が増える）
あたま,考える,創意,7番,A,長期の記憶,誰も見たことのない手を作る。既にある道具を別の用途に組み替える。前例の無い攻め方・水の引き方・道具の改良を出す。中世で本当に稀で、ほとんどの改良は数百年に一度しか起きない,前例を壊す。中世の村では前例こそが正しさなので、新しい手を出す者は序列を乱す者として憎まれる。とくに序列意識の高い年長者から。試した手の大半は失敗し、その失敗は「言ったとおりだ」として村の記憶に残る。度を越した発想は魔術・異端と見なされうる,＋空間把握 → 道具と普請の改良が実際に形になる。＋弁舌 → 新しい手を人に呑ませられる（創意が単独では世に出ないのを埋める）,＋従順が低い → 命じられた通りにやらないのでまず信用を失う。＋誇り → 前例を壊した上に頭を下げないので村ぐるみで潰される,SS,非常に高い,小さい,中間遺伝,低い,なし,論理・空間把握・見て盗む力と組む。弁舌が無いと世に出ない。長期の記憶が高いと軋轢が最大になる。本人は訓練でほとんど伸びず、伸びるのは材料になる周辺のステのほう,スキル（新しい技が生まれる唯一の源）／しがらみ（前例を守る者からの敵意）／身分ランク（当たれば跳ねるが外すと落ちる）／ポジションランク（扱いにくいので登用が遅い）
あたま,人を読む,人読み,8番,B,弁舌,相手が何を欲しがっていて何を恐れているかが読める。交渉で相手の譲れる線を見抜く。部下が不満を溜めているのを口に出される前に気づく。誰と誰が本当は組んでいるかが分かる,誰が本当は自分を嫌っているかまで分かってしまう。表向き親しくしている相手の敵意が見えるので人を信じられなくなり孤立する。分かっていて何もできない場面が続くと心が削れ、状態異常を負いやすくなる,＋場を読む → 誰に何をどの場で言うかまで揃う（政治の中核）。＋弁舌 → 相手ごとに刺さる言い方を変えられる,＋気分の振れ幅 → 見えすぎて疑心に沈み味方まで敵と誤認する。＋嘘のうまさ → 弱みを正確に突けるので最も人に恐れられる型になる,D,低い,大きい,中間遺伝,中,なし,嘘を見抜く・場を読むの土台。顔と名前の覚えが低いと誰の話か紐づかず活かせない。人を多く見た年数がそのまま積まれる,しがらみ（誰と組むかの精度が上がる。ただし線の本数は増えない）／ポジションランク（人を配する役に向く）／情報（口に出されていないことを知る）
あたま,人を読む,嘘を見抜く,8番,B,嘘のうまさ,報告の歪みに気づける。取引の場で相手が値を偽っているのが分かる。証言のうちどれが作り話かを言える。裏切りの兆しを行動に出る前に掴む,見抜けても証拠が無い。中世の裁きは証拠と誓いで動くので、分かるだけでは何もできない。嘘を指摘し続ける者は疑い深い厄介者と見なされる。誰の言葉も疑うようになり、伴侶とすら続かない,＋観察 → 言葉ではなく手と目の動きで見抜くので相手が言葉を選んでも通用しない。＋嘘のうまさ → 両方高い者が最も危険。相手の嘘を見抜きながら自分の嘘は通すので交渉と謀略で敵が無くなる,＋信じやすさが低い（疑い深さ） → 嘘でないものまで嘘と断じ味方を失う。＋残酷さ → 嘘を暴かずに泳がせ、相手を追い詰める材料として使う,B,低い,大きい,中間遺伝,やや低い,なし,嘘のうまさとは独立。片方が高くてももう片方は高くならない。人読み・観察と組む。騙された回数がそのまま積まれるので、若いうちに市や裁きの場に出た者が伸びる,情報（誤った情報を弾けるので持っている情報の質が上がる）／ポジションランク（裁き・取り調べ・使者の応対）／しがらみ（疑われた側に不快が残る）
あたま,人を読む,嘘のうまさ,8番,A,嘘を見抜く,筋の通った作り話を詰まらずに最後まで通せる。自分の失策を他人の失策に見せられる。交渉で手札を隠せる。危険な場で身分を偽って生き延びられる。出世が速い,露見したときの反動が大きい。一度嘘が割れると、それまでの本当の言葉まで全部疑われる。誓いを破ることは信仰に触れるので身分ランクごと失いうる。嘘で得た地位は嘘を続けなければ保てず、辻褄を合わせる負担で他のことができなくなる,＋弁舌 → 大勢の前で通せるので村ぜんたいを動かせる。＋容姿 → 疑われにくく、同じ嘘でも通る率が違う,＋野心 → 嘘を重ねて登り、落ちるときは一族ごと落ちる。＋嘘を見抜くが低い → 自分の嘘は上手いのに相手の嘘は見抜けず、組んだ相手に嵌められる,C,低い,大きい,中間遺伝,中,なし,嘘を見抜くとは独立。両方高い者が最も危険。弁舌・場を読む・想起の速さと組む。通した回数だけ積まれるので、嘘つきは年を経るほど上手くなる,ポジションランク（登用が速い）／身分ランク（露見で失う）／しがらみ（露見したとき騙した相手すべてに恨みが立つ）／情報（偽の情報を流し込める）
あたま,人を読む,場を読む,6番,B,なし,今その場で何を言ってよくて何を言ってはいけないかが分かる。年長者の前での引き際、宴の席の序列、揉め事の収めどきを外さない。言うべきことを、通る時まで待てる,場に合わせすぎて言うべきことを言わない。皆が黙っている場で危険を指摘できず被害が出る。誰の前でも顔を変えるので、後から「あの男は誰の味方でもない」と見なされる,＋人読み → 誰に何をいつ言うかが揃う。＋忍耐 → 数年単位で機会を待てるので長い謀の主役になれる,＋論理 → 正しさと場の空気が食い違うたびに黙るので本人が内側から壊れていく。＋従順 → 上の顔色だけを読み、誤った命令を止められない,D,低い,大きい,中間遺伝,やや低い,なし,人読み・観察と組む。弁舌の効きを決める（同じ言葉でも場を外すと通らない）。出た場の数だけ積まれるので、身分の高い家に生まれた子が構造的に有利になる。同じ染色体（6番）の反対腕は論理の側だが、論理の対の席は体で覚える力（学者↔職人の軸そのもの）で埋まっているので、対の欄は「なし」。論理との敵対は相互関係の欄に残り、連鎖は反対腕全体として効く,ポジションランク（寄合・宮廷で生き残る）／しがらみ（敵を作りにくい）／身分ランク（作法を外さないので上の席に呼ばれる）
あたま,伝える,弁舌,8番,A,人読み,人を動かす。寄合で自分の案を通せる。戦の前に隊の気を立て直せる。裁きの席で言い分を筋立てて述べられる。中身が同じでも、通るか通らないかが変わる,言葉が達者な者は中身が空でも通してしまう。間違った案を村に呑ませ、その結果を村ぜんたいが負う。口の上手さは中世では警戒の対象でもあり、舌で食う男と見なされる。話せば話すほど敵の記憶にも残る,＋声（からだ） → 大勢に届く（聞き手が増えるほど差が開く）。＋論理 → 中身と伝え方が揃う。この組は村の外まで動かせる,＋嘘のうまさ → 村ぜんたいを誤らせられるので露見時の損害が村規模になる。＋創意が低い → 中身が無いのに通してしまい、悪い前例が固定する,B,中,大きい,中間遺伝,中,なし,論理・想起の速さ・声（からだへ移した）・場を読むが揃って最大になる。創意と論理と空間把握は弁舌が無いと世に出ない。人前で話した回数がそのまま積まれる,ポジションランク（寄合・使者・隊の指揮）／しがらみ（味方を集められる）／身分ランク（言葉で取り立てられる数少ない道）／情報（人から話を引き出せる）
