大項目,中項目,名前,染色体,腕,対になるステ,高いといい面,高いと悪い面,相互関係でさらにいい面,相互関係でさらに悪い面,レア度,努力値の閾値,伸びしろ,遺伝方式,遺伝率の基準値,性別限定,他のステへの影響,他の枠への影響
からだ,体の強さ,毒への強さ,3番,A,嗅覚,毒草と毒茸と腐った麦で死なない。蛇と蜂に刺されても腫れて終わる。盃に盛られても倒れない。飢饉のときに他人が食えない野草と根を食える。,毒が効かないので毒見役に据えられ盛られる側に立たされ続ける。食えるものが多いので危ない物を食う癖が付きいつか本当に効く量を食う。刃で殺すしかないと暗殺者に判断させる。,味覚も高いと口に入れる前に弾いて入っても効かない二段構えになる。嗅覚も高いと毒の仕込みを匂いで知る。,貪欲が高いと拾い食いで当たる。信心が高い村では毒が効かないことが人でない証とされる。,B,中,中,中間遺伝,中,なし,酒への強さと同じ臓腑を使うので連れて動く。食える物が増えるので飢えへの強さの実際の幅を広げる。,ポジション：毒見役（主人の近くに立てる＝情報が入る）。情報：毒と薬の知識が付く。スキル：薬と毒の扱い。
からだ,体の強さ,寒さへの強さ,3番,A,暑さへの強さ,冬の見張りと冬の行軍で指と足を失わない。薪の消費が少ない。北の山と冬の森で狩りができる（他人が狩らない季節に肉が獲れる）。冬に生まれた子を抱いて温められる。,夏に弱い。寒さを苦にしないので冬の役に回され続け冬の間ずっと家に居ない。厚着をしないので体を冷やしていることに気づかない。,体重も高いと冬を越す体になる。飢えへの強さも高いと冬の飢えと寒さの両方に耐える（冬の死者はこの二つで決まる）。,暑さへの強さが低いと一年の半分しか働けない。痛覚の鈍さも高いと凍傷に気づかず指を落とす。,D,低い,中,中間遺伝,やや高い,なし,暑さへの強さと逆に振れやすい。冬季の持久力と手先の器用さの落ち込みを抑える。,ポジション：冬の見張りと冬営の兵。財：薪代が浮く。スキル：冬の狩り。
からだ,体の強さ,暑さへの強さ,3番,B,寒さへの強さ,真夏の刈り入れを日中に続けられる（麦は熟れた数日で刈らねば落ちる。ここで働けるかが年の収穫を決める）。鍛冶場の火の前と炭焼き窯の脇に立てる。夏の行軍で落伍しない。南への遠征に耐える。,冬に弱い。汗をかく体は水を多く要るので水の乏しい行軍と籠城で先に参る。,持久力も高いと真夏の刈り入れで村の誰よりも刈る。息の長さも高いと炭焼きと鍛冶の煙と熱の中で働ける。,寒さへの強さが低いと冬に使い物にならない。体重が高いと夏に自分の体で茹だる。,D,低い,中,中間遺伝,中,なし,寒さへの強さと逆に振れやすい。夏季の持久力と最大筋力の落ち込みを抑える。,スキル：鍛冶・炭焼き・刈り入れ。ポジション：夏の遠征。財：刈り入れの取り分。
からだ,体の強さ,飢えへの強さ,3番,A,味覚,不作の年に痩せても働ける。籠城で最後まで立っている。冬の終わりの端境期に倒れない。食う量が少ないので家の蓄えが長く保つ。,食が細いので豊作の年に体を作れず力と体格が伸びない。飢えても働けるので配給を後回しにされる。飢饉のとき蓄えを分けろと言われる側に立つ。,体重も高いと二年続きの不作を越えられる。忍耐も高いと配給の列で暴れないので村から信用される。,最大筋力も高いと要る飯の量が大きく強みが相殺される。貪欲が高いと食えるのに溜め込み村の恨みを買う。,C,低い,中,中間遺伝,やや高い,なし,最大筋力と体重の伸びしろを狭める。寿命にプラス。,財：一人当たりの食い扶持が少なく蓄えが増える。しがらみ：飢饉のとき分ける／分けないの選択で恩と恨みが一度に付く。
からだ,体の強さ,酒への強さ,2番,B,なし,宴と会盟の席で最後まで正気でいる（相手が酔って口を割るのを聞ける）。祝いの席で先に潰れないので恥をかかない。水が悪い土地で酒を水代わりに飲める。冬に体を温められる。,酔わないので飲む量が増え財が酒に消える。酔わない男は腹の内を見せないと思われて信用されない。肝を長く痛め四十を過ぎて急に腹が膨れて死ぬ。,人読みも高いと酔った相手から取れるだけ取れる。嘘のうまさも高いと酔ったふりで相手だけ潰せる。,貪欲が高いと飲み代で身代を潰す。色欲が高いと酒席から不義の線が伸びる。,E,中,大きい,中間遺伝,やや高い,なし,毒への強さと同じ臓腑を使うので連れて動く。長い目では寿命にマイナス。,情報：酒席は情報の出所で酔わない者が一番多く持ち帰る。しがらみ：酒席の付き合いで線が増える。財：飲み代で減る。ポジション：使者と交渉役。
からだ,体の強さ,三半規管,5番,B,なし,船に乗っても酔わないので海と川の交易と漁ができる。荷車と馬に一日揺られても吐かない。船戦で武器を振れる。振り向いても目が回らない。,揺れに強いので船と車の役に回され家に帰らない日が増える（村の付き合いが薄くなる）。揺れが体に届かないので船の傾きが危ない傾きかどうかに気づくのが遅い。,平衡感覚も高いと荒れた甲板の上で仕事ができる。息の長さも高いと潜り漁ができる。,嗅覚も高いと船倉の匂いのほうで参って利点が消える。度胸が低いと船に強くても海に出たがらない。,D,中,大きい,中間遺伝,中,なし,聴力と同じ器官なので連れて動く。平衡感覚とは別（こちらは酔わなさ・あちらは姿勢の制御）。,スキル：船・漁・騎乗・荷車。財：海と川の交易は畑より儲かる。情報：船で他国の話が入る。ポジション：船手と輜重。
からだ,体の強さ,歯の丈夫さ,2番,A,なし,四十を過ぎても硬い黒パンと干し肉と骨を噛める（噛めるかどうかが老いてからの栄養を決め全身の衰えの速さが変わる）。歯で綱と革と糸を扱える（職人の三本目の手）。歯の揃った口は縁組の場で見られる。虫歯から顎の骨が腐って死ぬことがない。,丈夫なのを頼りに歯を道具として使い続けて欠く。硬い物を何でも噛むので砂を噛んで擦り減る。,容姿も高いと歯の揃った口で縁組が一段上がる。飢えへの強さも高いと粗末で硬い食い物だけで冬を越せる。,味覚が高いと蜜と甘い物を好んで歯を失う。痛覚の鈍さも高いと虫歯を放置して顎ごと腐らせる。,D,高い,ほぼゼロ,中間遺伝,やや高い,なし,老いの速さにマイナス（噛めれば食えるので衰えが遅い）。容姿と声に効く。飢えへの強さの実際の発揮に効く。,スキル：綱と革と糸を扱う職人仕事。しがらみ：縁組の場で口元を見られる。財：歯痛で働けない日が減る。
からだ,体の強さ,腹の丈夫さ,3番,A,なし,傷んだ肉と濁った水で腹を下さない。行軍と籠城で下痢に倒れない（戦の死者は刃よりも腹の病のほうが多い）。飢饉のときに他人が食わない古い麦と根を食える。異郷の水と食い物に当たらないので遠くまで行商に出られる。,何を食っても平気なので腐った物を食う癖が付き周りにも食わせて周りだけが死ぬ。汚い物を平気で扱うので村で疎まれる。,毒への強さも高いと食えるものの幅が飢饉で決定的な差になる。嗅覚も高いと腐りを弾いた上で当たらない二段構えになる。,潔癖が低いと自分は平気でも家族に病を移す。味覚が低いと腐った物に気づかず食い続けいつか本当に危ない物を食う。,C,低い,大きい,中間遺伝,中,なし,病への強さとは別（あちらは移る病・こちらは食い物と水）。飢えへの強さの幅を広げる。遠征での持久力の発揮を保つ。,スキル：行商・遠征・野営。情報：遠くまで行けるので他国の話を持ち帰る。財：交易は遠くへ行けるほど利が大きい。ポジション：輜重と行商。
からだ,生と老い,繁殖力,2番,B,寿命,子ができやすい（同じ夫婦でも年に一人と三年に一人ほどの差になる）。若いうちに子が並ぶので家の働き手が早く増える。跡取りが死んでも次がいる。血が残る。,産む側は年子で体が回復せず三十を待たずに歯と骨と髪が落ちる。子が多いと一人あたりの飯と土地が減り分けた土地は数代で食えない広さになる。持参金と婚礼の費用で財が消える。,お産の軽さも高いと十人産んで生き延びる（村の血の半分がこの女から出る）。病への強さも高いと産んだ子が育つ。,お産の軽さが低いと二人目か三人目の産で死ぬ。色欲も高いと家の外に子ができてしがらみが荒れる。貪欲が低い家では子だけ増えて食えず口減らしに出す。,B,高い,ほぼゼロ,中間遺伝,中,なし,産む側は寿命にマイナス・老いの速さにプラス。成熟の早さと連れて動く。,しがらみ：親子と縁組の線が最も多く伸びる。財：分け与える土地が細る。身分：子が多いほど上の家に嫁がせる機会が増える。
からだ,生と老い,成熟の早さ,2番,B,なし,十二で大人の仕事ができる（家の働き手が四年早く増える）。早く嫁げるので子を残せる年数が長い。若いうちに体が出来上がるので初陣で死ににくい。,骨の端が早く閉じるので背が伸び切らずに止まる。子供のうちに大人の仕事に出されるので手習いも文字も覚える時間が無い。骨盤が出来上がる前に産むので初産で死にやすい。早熟は早老を連れて来る。,最大筋力も高いと十四で一人前の働き手として数えられる。容姿も高いと早く上の家に嫁げる。,老いの速さも高いと三十で盛りを過ぎる。学習速度が高くても学ぶ機会そのものを失う。,D,なし,中,中間遺伝,中,なし,身長にマイナス（伸びる期間が短い）。老いの速さにプラス。繁殖力の効く年数を前にずらす。,財：働き手が早く増える。スキル：手習いの機会を失うので職人と書字の道が閉じる。身分：早く嫁げるので家格を上げる機会が増える。しがらみ：縁組が早い。
からだ,生と老い,寿命,2番,A,繁殖力,使える期間が長い（力の盛りは誰でも二十六だがその先どれだけ使い物になるかが違う）。長く生きた者は職に就いた年数・知っていること・しがらみの本数・孫の数が積み上がる。老人は体ではなく社会的に強い。,長生きしても素の力は増えない。老いた体で生き続けると飯だけ食って働けない口になる（飢饉で最初に減らされるのは老人の分）。自分の子と孫を先に埋めることになる。家督を譲らない長寿の家長がいると跡取りが五十まで当主になれず家が停滞する。,老いの速さが低いと本当に長く使える。長期の記憶も高いと生き字引として村に欠かせなくなる。,老いの速さが高いと寝たきりの年数だけが伸びる。野心が高い跡取りがいると長寿の家長は幽閉されるか殺される。,A,非常に高い,ほぼゼロ,中間遺伝,やや低い,なし,すべてのステの使える年数を決める。老いの速さと組でのみ意味を持つ。,情報：長く生きた者だけが知っている（誰が誰の子か・昔の境界・昔の約束）。しがらみ：線の本数が年とともに増える。身分：家長が生きているあいだ家の身分が保たれる。ポジション：長老の役。財：相続が起きないので家産が割れない。
からだ,生と老い,老いの速さ,2番,B,傷の治り,若くして老けて見えるので二十代でも年長として扱われ寄合で発言が通る。徴発と人買いは見た目の年で選ぶので目から外れる。粛清と人質の対象になりにくい。体が早く固まるので若いうちに骨と関節が安定する。,三十で盛りを過ぎ四十で畑に出られない。実効値に掛かる老いの倍率が他人より速く下がる。容姿が早く落ちるので縁組と近侍の道が閉じる。,長期の記憶も高いと老けた見た目と知識が噛み合って若いうちから長老格に扱われる。信心も高いと老成して見え祭祀の役が早く回ってくる。,寿命も長いと働けない年数だけが伸びて家の負担になる。繁殖力が高い女は年子で老いが更に加速する。最大筋力が高い者ほど四十での落差が大きい。,B,高い,小さい,中間遺伝,中,なし,からだ全体に掛かる老いというデバフの傾きそのもの。あたまへの影響は小さい（判断はほとんど落ちない）。,ポジション：早く長老格になれるが早く現役を外れる。財：稼げる年数が短い。しがらみ：縁組で不利。
からだ,生と老い,お産の軽さ,2番,A,双子の生まれやすさ,出産で死なない。産んだ翌日から立てるので家の仕事が止まらない。何人でも産めるので家が絶えない。難産で子を失わない。,産が軽い女は「まだ産める」と見なされて休みなく孕まされ四十まで産み続けて体が尽きる。産婆を呼ばずに済むので異変があっても誰も見ていない。,繁殖力も高いと十人以上産んで生き延びその血が数代で村の半分を占める。骨太さも高いと骨盤が広く難産にならない。,成熟の早さが高くて早く嫁ぐと骨盤が出来上がる前に産むので軽さの才能が出ない。身長が低いと産道が狭く才能が相殺される。,B,高い,中,中間遺伝,やや高い,女のみ,繁殖力の実際の子の数を決める。寿命に強くプラス（女の死因の筆頭を外す）。男にも座位があり遺伝させるが発現しない（切ると母系だけで固定される）。,しがらみ：親子の線の本数がここで決まる。身分：跡取りを産めるかどうかが家の存続を決める。財：産婆と喪の費用が掛からない。
からだ,生と老い,乳の出,2番,B,なし,乳飲み子が育つ（生まれた子の半分は二歳までに死に その多くは乳が足りないため）。乳母を雇う費用が要らない。他家の子に乳を与えられるので乳兄弟という強い縁を作れる。,乳が出るあいだは次の子ができにくいので家の子の増える速さが落ちる。吸われる分だけ母の体から抜けるので不作の年に母が先に痩せる。上の家の乳母として召し上げられ自分の子を家に置いて出る。,繁殖力も高いと産んだ子がほぼ全部育つ。飢えへの強さも高いと不作の年でも乳が止まらない。,飢えへの強さが低いと不作の年に乳が止まり子が死ぬ。情が高いと乳母に出されたとき自分の子を思って心が折れる。,D,中,中,中間遺伝,中,女のみ,子の側の病への強さと合わさって乳飲み子の生死を決める。母の飢えへの強さを実質下げる。男にも座位があり遺伝させるが発現しない（切ると母系だけで固定される）。,しがらみ：乳兄弟の線ができる（血より強く働くことがある）。ポジション：上の家の乳母。財：乳母の給金は数少ない現金収入になる。身分：主家の子を育てた乳母は身分を超えて口を利ける。
からだ,生と老い,双子の生まれやすさ,2番,B,お産の軽さ,一度の産で二人得られる。働き手と兵の頭数が一気に増える。跡取りの予備ができるので片方が病で死んでも家が絶えない。,双子の産は母子ともに死にやすい。二人とも小さく生まれるので二歳までに死ぬ確率が高い。乳が足りない。土地を分けると一代で食えない広さになる。双子は不吉とする村があり片方を捨てるか二人とも忌まれる。,お産の軽さも高いと双子でも母子とも生き延びる。乳の出も高いと二人とも育つ。,お産の軽さが低いと双子の産で母が死ぬ。信心が高い村では双子が忌まれ生まれたこと自体が家の恥になる。,B,非常に高い,ほぼゼロ,中間遺伝,やや高い,女のみ,繁殖力とは別（あちらは何度孕むか・こちらは一度に何人か）。お産の軽さと乳の出が低いと利点がすべて損に変わる。男にも座位があり遺伝させるが発現しない（切ると母系だけで固定される）。,しがらみ：双子の兄弟は生涯離れない線になる。財：相続で土地が割れる。身分：跡取りが二人いると家督争いが起きる。
